fixed_weight_stress,fixed_weight_angle,adaptive_weight_stress,adaptive_weight_angle,softadapt_stress,softadapt_angle
165.4494171142578,4241.69287109375,165.54840087890625,4157.76123046875,166.0,4175.0
148.8,4056.0,152.38742065429688,4192.86083984375,159.61209106445312,4181.60888671875
145.68165588378906,4229.873046875,143.59597778320312,4069.052734375,144.16775512695312,4139.619140625
139.0,4144.0,138.49913024902344,4252.5810546875,137.10105895996094,4135.12939453125
135.43133544921875,4419.65576171875,134.6319580078125,4315.73193359375,136.14527893066406,4251.794921875
133.0,4518.0,131.35250854492188,4416.45703125,133.908203125,4274.962890625
127.88885498046875,4672.865234375,126.98636627197266,4692.9296875,130.8361358642578,4553.64404296875
126.73372650146484,4879.9189453125,124.28984069824219,4871.64111328125,128.3308868408203,4885.04052734375
126.08946990966797,5142.10595703125,125.28543090820312,5132.88427734375,123.9767837524414,5072.51806640625
